experiment,exploration_steps,terminal_pipeline_id,within_lookup,lookup_rank,lookup_score,exploration_lookup
17,2,d84337e6-9058-4bde-a987-35a807c49d30,False,,0.0,322
17,3,d84337e6-9058-4bde-a987-35a807c49d30,False,,0.0,256
17,4,d84337e6-9058-4bde-a987-35a807c49d30,False,,0.0,281
18,1,0e12c9d3-25d2-416a-86a4-5f3dbd0cf8f2,False,,0.0,252
18,2,0e12c9d3-25d2-416a-86a4-5f3dbd0cf8f2,False,,0.0,277
18,3,0e12c9d3-25d2-416a-86a4-5f3dbd0cf8f2,False,,0.0,296
18,4,0e12c9d3-25d2-416a-86a4-5f3dbd0cf8f2,False,,0.0,258
19,1,88235605-f499-47d2-be7f-a14d62695931,False,,0.0,212
19,2,88235605-f499-47d2-be7f-a14d62695931,False,,0.0,186
19,3,88235605-f499-47d2-be7f-a14d62695931,False,,0.0,186
19,4,88235605-f499-47d2-be7f-a14d62695931,False,,0.0,186
20,1,dd8e11f0-e800-4fc5-a5bb-50a424e4279e,False,,0.0,416
20,2,dd8e11f0-e800-4fc5-a5bb-50a424e4279e,False,,0.0,317
20,3,dd8e11f0-e800-4fc5-a5bb-50a424e4279e,False,,0.0,399
20,4,dd8e11f0-e800-4fc5-a5bb-50a424e4279e,False,,0.0,402
21,1,f7d8def6-a32b-4c32-b1a3-cc71885f1d24,True,151.0,0.6503496503496503,429
21,2,f7d8def6-a32b-4c32-b1a3-cc71885f1d24,True,203.0,0.5291375291375291,429
21,3,f7d8def6-a32b-4c32-b1a3-cc71885f1d24,True,269.0,0.3752913752913753,429
21,4,f7d8def6-a32b-4c32-b1a3-cc71885f1d24,False,,0.0,457
22,1,2f255e55-7856-4686-9592-55bc1a533f0f,False,,0.0,294
22,2,2f255e55-7856-4686-9592-55bc1a533f0f,False,,0.0,294
22,3,2f255e55-7856-4686-9592-55bc1a533f0f,False,,0.0,283
22,4,2f255e55-7856-4686-9592-55bc1a533f0f,False,,0.0,258
23,1,687a5404-c296-4375-9de6-cdcea6b778e7,False,,0.0,368
23,2,687a5404-c296-4375-9de6-cdcea6b778e7,False,,0.0,364
23,3,687a5404-c296-4375-9de6-cdcea6b778e7,False,,0.0,427
23,4,687a5404-c296-4375-9de6-cdcea6b778e7,False,,0.0,412
24,1,0cd373b6-8139-41f7-af8e-97e5b0faaff7,True,246.0,0.1433566433566433,286
24,2,0cd373b6-8139-41f7-af8e-97e5b0faaff7,True,280.0,0.0244755244755244,286
24,3,0cd373b6-8139-41f7-af8e-97e5b0faaff7,True,237.0,0.3218390804597701,348
24,4,0cd373b6-8139-41f7-af8e-97e5b0faaff7,True,274.0,0.0745762711864406,295
25,1,7115a657-0dae-4d72-86ef-99da684abe63,False,,0.0,284
25,2,7115a657-0dae-4d72-86ef-99da684abe63,False,,0.0,284
25,3,7115a657-0dae-4d72-86ef-99da684abe63,False,,0.0,335
25,4,7115a657-0dae-4d72-86ef-99da684abe63,False,,0.0,319
26,1,ff7ae115-9b8f-49c5-b5c5-24fa242cfdc3,False,,0.0,229
26,2,ff7ae115-9b8f-49c5-b5c5-24fa242cfdc3,False,,0.0,210
26,3,ff7ae115-9b8f-49c5-b5c5-24fa242cfdc3,False,,0.0,199
26,4,ff7ae115-9b8f-49c5-b5c5-24fa242cfdc3,False,,0.0,258
27,1,763a6bd7-5890-4f3f-83b4-9b54d33040df,False,,0.0,252
27,2,763a6bd7-5890-4f3f-83b4-9b54d33040df,False,,0.0,252
27,3,763a6bd7-5890-4f3f-83b4-9b54d33040df,False,,0.0,252
27,4,763a6bd7-5890-4f3f-83b4-9b54d33040df,False,,0.0,299
28,1,edad61c7-907b-453a-ac12-9c7bcfcadc3a,False,,0.0,274
28,2,edad61c7-907b-453a-ac12-9c7bcfcadc3a,False,,0.0,274
28,3,edad61c7-907b-453a-ac12-9c7bcfcadc3a,False,,0.0,283
28,4,edad61c7-907b-453a-ac12-9c7bcfcadc3a,False,,0.0,199
29,1,5c70febf-5c34-4a5b-9e96-43b427d4d17d,False,,0.0,206
29,2,5c70febf-5c34-4a5b-9e96-43b427d4d17d,False,,0.0,285
29,3,5c70febf-5c34-4a5b-9e96-43b427d4d17d,False,,0.0,259
29,4,5c70febf-5c34-4a5b-9e96-43b427d4d17d,False,,0.0,319
30,1,fdd2e9e8-21a1-4176-81c8-dec35350b73a,True,134.0,0.494296577946768,263
30,2,fdd2e9e8-21a1-4176-81c8-dec35350b73a,True,127.0,0.5209125475285171,263
30,3,fdd2e9e8-21a1-4176-81c8-dec35350b73a,True,184.0,0.3775510204081632,294
30,4,fdd2e9e8-21a1-4176-81c8-dec35350b73a,False,,0.0,203
31,1,f0a908a9-b1dd-4a80-bddf-3236e33ec756,False,,0.0,258
31,2,f0a908a9-b1dd-4a80-bddf-3236e33ec756,False,,0.0,319
31,3,f0a908a9-b1dd-4a80-bddf-3236e33ec756,False,,0.0,448
31,4,f0a908a9-b1dd-4a80-bddf-3236e33ec756,False,,0.0,481
32,1,cb09416a-0b0c-480b-8d62-c8baf2fc5a38,False,,0.0,274
32,2,cb09416a-0b0c-480b-8d62-c8baf2fc5a38,False,,0.0,334
32,3,cb09416a-0b0c-480b-8d62-c8baf2fc5a38,False,,0.0,348
32,4,cb09416a-0b0c-480b-8d62-c8baf2fc5a38,False,,0.0,330
33,1,9e18d652-5425-4300-8128-a01366d50969,False,,0.0,240
33,2,9e18d652-5425-4300-8128-a01366d50969,False,,0.0,240
33,3,9e18d652-5425-4300-8128-a01366d50969,False,,0.0,228
33,4,9e18d652-5425-4300-8128-a01366d50969,False,,0.0,218
34,1,965f66d2-8280-4598-8a28-fe721a79727a,False,,0.0,309
34,2,965f66d2-8280-4598-8a28-fe721a79727a,False,,0.0,228
34,3,965f66d2-8280-4598-8a28-fe721a79727a,False,,0.0,305
34,4,965f66d2-8280-4598-8a28-fe721a79727a,False,,0.0,304
35,1,756446ed-24c9-49da-9514-1224daa9a59f,False,,0.0,294
35,2,756446ed-24c9-49da-9514-1224daa9a59f,False,,0.0,294
35,3,756446ed-24c9-49da-9514-1224daa9a59f,False,,0.0,283
35,4,756446ed-24c9-49da-9514-1224daa9a59f,False,,0.0,258
36,1,778a1c64-0cb6-4111-a4b5-2b6888e27241,False,,0.0,220
36,2,778a1c64-0cb6-4111-a4b5-2b6888e27241,False,,0.0,220
36,3,778a1c64-0cb6-4111-a4b5-2b6888e27241,False,,0.0,220
36,4,778a1c64-0cb6-4111-a4b5-2b6888e27241,False,,0.0,340
37,1,a5513384-3b1f-4a10-8cc7-0e4956d5c19e,False,,0.0,507
37,2,a5513384-3b1f-4a10-8cc7-0e4956d5c19e,False,,0.0,427
37,3,a5513384-3b1f-4a10-8cc7-0e4956d5c19e,False,,0.0,427
37,4,a5513384-3b1f-4a10-8cc7-0e4956d5c19e,False,,0.0,384
38,1,aac33e0b-621f-4998-8a65-b0f56cbb7c9b,False,,0.0,283
38,2,aac33e0b-621f-4998-8a65-b0f56cbb7c9b,False,,0.0,293
38,3,aac33e0b-621f-4998-8a65-b0f56cbb7c9b,False,,0.0,334
38,4,aac33e0b-621f-4998-8a65-b0f56cbb7c9b,False,,0.0,280
39,1,24b63a9d-b45f-414c-a14d-01eaa819c79d,False,,0.0,331
39,2,24b63a9d-b45f-414c-a14d-01eaa819c79d,False,,0.0,280
39,3,24b63a9d-b45f-414c-a14d-01eaa819c79d,False,,0.0,367
39,4,24b63a9d-b45f-414c-a14d-01eaa819c79d,False,,0.0,318
40,1,8d12c51d-8543-47ba-8bd4-2595d66a08c7,False,,0.0,442
40,2,8d12c51d-8543-47ba-8bd4-2595d66a08c7,False,,0.0,393
40,3,8d12c51d-8543-47ba-8bd4-2595d66a08c7,False,,0.0,268
40,4,8d12c51d-8543-47ba-8bd4-2595d66a08c7,False,,0.0,224
41,1,211036d8-6c29-4c38-b73f-b234b87fd4f7,True,214.0,0.3322884012539185,319
41,2,211036d8-6c29-4c38-b73f-b234b87fd4f7,True,184.0,0.3711340206185567,291
41,3,211036d8-6c29-4c38-b73f-b234b87fd4f7,True,214.0,0.268041237113402,291
41,4,211036d8-6c29-4c38-b73f-b234b87fd4f7,False,,0.0,375
42,1,6c5373f4-0705-4a4b-be7a-1b8391a340f9,False,,0.0,288
42,2,6c5373f4-0705-4a4b-be7a-1b8391a340f9,False,,0.0,293
42,3,6c5373f4-0705-4a4b-be7a-1b8391a340f9,False,,0.0,247
42,4,6c5373f4-0705-4a4b-be7a-1b8391a340f9,False,,0.0,211
43,1,fa9c9a51-296c-40ef-ab46-ab828eab7e3a,False,,0.0,207
43,2,fa9c9a51-296c-40ef-ab46-ab828eab7e3a,False,,0.0,225
43,3,fa9c9a51-296c-40ef-ab46-ab828eab7e3a,False,,0.0,225
43,4,fa9c9a51-296c-40ef-ab46-ab828eab7e3a,False,,0.0,249
44,1,6f5e0072-f2b8-4cce-95c1-534b7a08055d,False,,0.0,299
44,2,6f5e0072-f2b8-4cce-95c1-534b7a08055d,False,,0.0,299
44,3,6f5e0072-f2b8-4cce-95c1-534b7a08055d,False,,0.0,283
44,4,6f5e0072-f2b8-4cce-95c1-534b7a08055d,False,,0.0,252
45,1,c652a33d-a6b1-4b4c-b64b-091a25d4c921,False,,0.0,442
45,2,c652a33d-a6b1-4b4c-b64b-091a25d4c921,False,,0.0,484
45,3,c652a33d-a6b1-4b4c-b64b-091a25d4c921,False,,0.0,360
45,4,c652a33d-a6b1-4b4c-b64b-091a25d4c921,False,,0.0,328
46,1,0d7a139c-ea8d-4ebb-9760-73283ad0d4bf,False,,0.0,334
46,2,0d7a139c-ea8d-4ebb-9760-73283ad0d4bf,False,,0.0,268
46,3,0d7a139c-ea8d-4ebb-9760-73283ad0d4bf,False,,0.0,268
46,4,0d7a139c-ea8d-4ebb-9760-73283ad0d4bf,False,,0.0,241
47,1,63cad9a8-7ad4-46b2-9937-d4a3d3299671,False,,0.0,339
47,2,63cad9a8-7ad4-46b2-9937-d4a3d3299671,False,,0.0,390
47,3,63cad9a8-7ad4-46b2-9937-d4a3d3299671,False,,0.0,390
47,4,63cad9a8-7ad4-46b2-9937-d4a3d3299671,False,,0.0,390
48,1,cd555764-c2b8-4593-bb1d-e75ce38893ab,True,33.0,0.8900343642611683,291
48,2,cd555764-c2b8-4593-bb1d-e75ce38893ab,False,,0.0,370
48,3,cd555764-c2b8-4593-bb1d-e75ce38893ab,False,,0.0,389
48,4,cd555764-c2b8-4593-bb1d-e75ce38893ab,False,,0.0,398
49,1,e3eee4fa-4e84-41b5-a72f-24c455f40d8c,False,,0.0,262
49,2,e3eee4fa-4e84-41b5-a72f-24c455f40d8c,False,,0.0,183
49,3,e3eee4fa-4e84-41b5-a72f-24c455f40d8c,False,,0.0,211
49,4,e3eee4fa-4e84-41b5-a72f-24c455f40d8c,False,,0.0,224
50,1,87610d9b-ce60-4b17-87ae-8dc14bf9e847,True,305.0,0.2621359223300971,412
50,2,87610d9b-ce60-4b17-87ae-8dc14bf9e847,True,276.0,0.3020304568527919,394
50,3,87610d9b-ce60-4b17-87ae-8dc14bf9e847,True,330.0,0.1649746192893401,394
50,4,87610d9b-ce60-4b17-87ae-8dc14bf9e847,False,,0.0,308
51,1,440e48df-1b2f-49b2-be0e-208e3187f0ee,False,,0.0,252
51,2,440e48df-1b2f-49b2-be0e-208e3187f0ee,False,,0.0,257
51,3,440e48df-1b2f-49b2-be0e-208e3187f0ee,False,,0.0,273
51,4,440e48df-1b2f-49b2-be0e-208e3187f0ee,False,,0.0,259
52,1,40ef09d2-2aad-4653-b048-67faeaa4a2c5,False,,0.0,256
52,2,40ef09d2-2aad-4653-b048-67faeaa4a2c5,False,,0.0,263
52,3,40ef09d2-2aad-4653-b048-67faeaa4a2c5,False,,0.0,237
52,4,40ef09d2-2aad-4653-b048-67faeaa4a2c5,False,,0.0,235
53,1,a659d417-d7db-4717-b9b3-8ba7f49a6893,False,,0.0,298
53,2,a659d417-d7db-4717-b9b3-8ba7f49a6893,False,,0.0,349
53,3,a659d417-d7db-4717-b9b3-8ba7f49a6893,False,,0.0,292
53,4,a659d417-d7db-4717-b9b3-8ba7f49a6893,False,,0.0,237
54,1,35f590bf-f875-4e47-8dbd-76c290d2cd87,False,,0.0,235
54,2,35f590bf-f875-4e47-8dbd-76c290d2cd87,False,,0.0,202
54,3,35f590bf-f875-4e47-8dbd-76c290d2cd87,False,,0.0,277
54,4,35f590bf-f875-4e47-8dbd-76c290d2cd87,False,,0.0,235
55,1,a2231361-7f7e-4207-a37d-e598fd40abc1,False,,0.0,247
55,2,a2231361-7f7e-4207-a37d-e598fd40abc1,False,,0.0,266
55,3,a2231361-7f7e-4207-a37d-e598fd40abc1,False,,0.0,266
55,4,a2231361-7f7e-4207-a37d-e598fd40abc1,False,,0.0,238
56,1,5636c5f3-2ff4-41f7-8341-dc60aaad6b88,False,,0.0,252
56,2,5636c5f3-2ff4-41f7-8341-dc60aaad6b88,False,,0.0,277
56,3,5636c5f3-2ff4-41f7-8341-dc60aaad6b88,False,,0.0,296
56,4,5636c5f3-2ff4-41f7-8341-dc60aaad6b88,False,,0.0,258
57,1,b226a88c-4edd-4fce-a597-c456e5a82993,False,,0.0,408
57,2,b226a88c-4edd-4fce-a597-c456e5a82993,False,,0.0,408
57,3,b226a88c-4edd-4fce-a597-c456e5a82993,False,,0.0,408
57,4,b226a88c-4edd-4fce-a597-c456e5a82993,False,,0.0,398
58,1,d361c74c-59e7-4628-a5d1-95153b981f26,False,,0.0,212
58,2,d361c74c-59e7-4628-a5d1-95153b981f26,False,,0.0,200
58,3,d361c74c-59e7-4628-a5d1-95153b981f26,False,,0.0,200
58,4,d361c74c-59e7-4628-a5d1-95153b981f26,False,,0.0,200
59,1,fbb440b0-972b-446d-9df5-4bbaa14259f0,False,,0.0,248
59,2,fbb440b0-972b-446d-9df5-4bbaa14259f0,False,,0.0,251
59,3,fbb440b0-972b-446d-9df5-4bbaa14259f0,False,,0.0,277
59,4,fbb440b0-972b-446d-9df5-4bbaa14259f0,False,,0.0,235
60,1,ce54b5eb-54bf-4ab1-8b54-c2c8d10debb8,False,,0.0,275
60,2,ce54b5eb-54bf-4ab1-8b54-c2c8d10debb8,False,,0.0,271
60,3,ce54b5eb-54bf-4ab1-8b54-c2c8d10debb8,False,,0.0,251
60,4,ce54b5eb-54bf-4ab1-8b54-c2c8d10debb8,False,,0.0,237
61,1,ac1c821b-e926-49c9-a103-e62176cdb9cd,False,,0.0,312
61,2,ac1c821b-e926-49c9-a103-e62176cdb9cd,False,,0.0,312
61,3,ac1c821b-e926-49c9-a103-e62176cdb9cd,False,,0.0,312
61,4,ac1c821b-e926-49c9-a103-e62176cdb9cd,False,,0.0,296
62,1,c653edd8-5368-49bc-8147-7b2173fc9b01,False,,0.0,344
62,2,c653edd8-5368-49bc-8147-7b2173fc9b01,False,,0.0,295
62,3,c653edd8-5368-49bc-8147-7b2173fc9b01,False,,0.0,295
62,4,c653edd8-5368-49bc-8147-7b2173fc9b01,False,,0.0,406
63,1,87b227f9-9729-43ad-b663-962c8fb2ea03,True,2.0,0.9961089494163424,257
63,2,87b227f9-9729-43ad-b663-962c8fb2ea03,True,8.0,0.9807692307692308,364
63,3,87b227f9-9729-43ad-b663-962c8fb2ea03,False,,0.0,172
63,4,87b227f9-9729-43ad-b663-962c8fb2ea03,False,,0.0,224
64,1,a0f14851-d13c-437a-8501-73672961283d,False,,0.0,367
64,2,a0f14851-d13c-437a-8501-73672961283d,False,,0.0,416
64,3,a0f14851-d13c-437a-8501-73672961283d,False,,0.0,302
64,4,a0f14851-d13c-437a-8501-73672961283d,False,,0.0,280
65,1,2a36bf83-fcf2-475e-bea9-e2073ec3ce42,False,,0.0,429
65,2,2a36bf83-fcf2-475e-bea9-e2073ec3ce42,False,,0.0,429
65,3,2a36bf83-fcf2-475e-bea9-e2073ec3ce42,False,,0.0,429
65,4,2a36bf83-fcf2-475e-bea9-e2073ec3ce42,False,,0.0,429
66,1,24a93c4b-3b89-4913-b005-7cbed45eab7a,False,,0.0,251
66,2,24a93c4b-3b89-4913-b005-7cbed45eab7a,False,,0.0,225
66,3,24a93c4b-3b89-4913-b005-7cbed45eab7a,False,,0.0,276
66,4,24a93c4b-3b89-4913-b005-7cbed45eab7a,False,,0.0,312
67,1,607a7de9-a7e6-441f-a19d-0f8201936df1,False,,0.0,269
67,2,607a7de9-a7e6-441f-a19d-0f8201936df1,False,,0.0,346
67,3,607a7de9-a7e6-441f-a19d-0f8201936df1,False,,0.0,360
67,4,607a7de9-a7e6-441f-a19d-0f8201936df1,False,,0.0,342
68,1,5c7687fa-d7c0-4972-a44d-a4b19e68020c,False,,0.0,206
68,2,5c7687fa-d7c0-4972-a44d-a4b19e68020c,False,,0.0,205
68,3,5c7687fa-d7c0-4972-a44d-a4b19e68020c,False,,0.0,178
68,4,5c7687fa-d7c0-4972-a44d-a4b19e68020c,False,,0.0,203
69,1,f407640d-2aca-412e-8783-44add472ef58,False,,0.0,210
69,2,f407640d-2aca-412e-8783-44add472ef58,False,,0.0,229
69,3,f407640d-2aca-412e-8783-44add472ef58,False,,0.0,230
69,4,f407640d-2aca-412e-8783-44add472ef58,False,,0.0,275
70,1,f8c4abe6-8ddb-4a3d-a246-3ad1a9618df8,False,,0.0,331
70,2,f8c4abe6-8ddb-4a3d-a246-3ad1a9618df8,False,,0.0,315
70,3,f8c4abe6-8ddb-4a3d-a246-3ad1a9618df8,False,,0.0,331
70,4,f8c4abe6-8ddb-4a3d-a246-3ad1a9618df8,False,,0.0,315
71,1,b10d81cf-157d-491f-844b-92c99fb38d27,False,,0.0,408
71,2,b10d81cf-157d-491f-844b-92c99fb38d27,False,,0.0,360
71,3,b10d81cf-157d-491f-844b-92c99fb38d27,False,,0.0,268
71,4,b10d81cf-157d-491f-844b-92c99fb38d27,False,,0.0,224
72,1,7e6de722-57c9-447c-b3f4-9c36396f3f72,False,,0.0,305
72,2,7e6de722-57c9-447c-b3f4-9c36396f3f72,False,,0.0,233
72,3,7e6de722-57c9-447c-b3f4-9c36396f3f72,False,,0.0,240
72,4,7e6de722-57c9-447c-b3f4-9c36396f3f72,False,,0.0,203
73,1,5f27456d-3aff-4bc7-beed-ccd9af77c831,False,,0.0,264
73,2,5f27456d-3aff-4bc7-beed-ccd9af77c831,False,,0.0,235
73,3,5f27456d-3aff-4bc7-beed-ccd9af77c831,False,,0.0,248
73,4,5f27456d-3aff-4bc7-beed-ccd9af77c831,False,,0.0,223
74,1,c690f218-1237-4f1f-a327-f7fd9c1d9aff,False,,0.0,367
74,2,c690f218-1237-4f1f-a327-f7fd9c1d9aff,False,,0.0,348
74,3,c690f218-1237-4f1f-a327-f7fd9c1d9aff,False,,0.0,348
74,4,c690f218-1237-4f1f-a327-f7fd9c1d9aff,False,,0.0,348
75,1,ec1360f6-3593-40ce-8dd1-54d7d10e85f9,True,205.0,0.3605015673981191,319
75,2,ec1360f6-3593-40ce-8dd1-54d7d10e85f9,True,188.0,0.3573883161512027,291
75,3,ec1360f6-3593-40ce-8dd1-54d7d10e85f9,True,217.0,0.2577319587628865,291
75,4,ec1360f6-3593-40ce-8dd1-54d7d10e85f9,False,,0.0,375
76,1,cebb32c4-639e-45fd-9e08-7d31d95cce26,False,,0.0,212
76,2,cebb32c4-639e-45fd-9e08-7d31d95cce26,False,,0.0,200
76,3,cebb32c4-639e-45fd-9e08-7d31d95cce26,False,,0.0,200
76,4,cebb32c4-639e-45fd-9e08-7d31d95cce26,False,,0.0,200
77,1,2e29c268-1751-4c0e-ae11-eca1e7e29548,False,,0.0,290
77,2,2e29c268-1751-4c0e-ae11-eca1e7e29548,False,,0.0,290
77,3,2e29c268-1751-4c0e-ae11-eca1e7e29548,False,,0.0,287
77,4,2e29c268-1751-4c0e-ae11-eca1e7e29548,False,,0.0,239
78,1,c3f9142e-6c91-4a25-8a58-c84128a24ccf,False,,0.0,286
78,2,c3f9142e-6c91-4a25-8a58-c84128a24ccf,False,,0.0,291
78,3,c3f9142e-6c91-4a25-8a58-c84128a24ccf,False,,0.0,252
78,4,c3f9142e-6c91-4a25-8a58-c84128a24ccf,False,,0.0,203
79,1,e5521f6e-a6c3-473d-8cbc-2486778e7bea,False,,0.0,255
79,2,e5521f6e-a6c3-473d-8cbc-2486778e7bea,False,,0.0,268
79,3,e5521f6e-a6c3-473d-8cbc-2486778e7bea,False,,0.0,286
79,4,e5521f6e-a6c3-473d-8cbc-2486778e7bea,False,,0.0,293
80,1,7e3bf5bd-7a82-4b8e-b6c5-71bef78ce52a,False,,0.0,206
80,2,7e3bf5bd-7a82-4b8e-b6c5-71bef78ce52a,False,,0.0,259
80,3,7e3bf5bd-7a82-4b8e-b6c5-71bef78ce52a,False,,0.0,308
80,4,7e3bf5bd-7a82-4b8e-b6c5-71bef78ce52a,False,,0.0,298
81,1,703b2c1e-79a9-4e78-a599-73ef189d6ffa,False,,0.0,273
81,2,703b2c1e-79a9-4e78-a599-73ef189d6ffa,False,,0.0,209
81,3,703b2c1e-79a9-4e78-a599-73ef189d6ffa,False,,0.0,209
81,4,703b2c1e-79a9-4e78-a599-73ef189d6ffa,False,,0.0,233
82,1,dbaa7628-9ec5-403f-a22c-957007966c24,False,,0.0,280
82,2,dbaa7628-9ec5-403f-a22c-957007966c24,False,,0.0,280
82,3,dbaa7628-9ec5-403f-a22c-957007966c24,False,,0.0,280
82,4,dbaa7628-9ec5-403f-a22c-957007966c24,False,,0.0,280
83,1,45b73ccd-e7d2-4f66-bcb4-9326685d9bdb,False,,0.0,261
83,2,45b73ccd-e7d2-4f66-bcb4-9326685d9bdb,False,,0.0,195
83,3,45b73ccd-e7d2-4f66-bcb4-9326685d9bdb,False,,0.0,235
83,4,45b73ccd-e7d2-4f66-bcb4-9326685d9bdb,False,,0.0,224
84,1,e15544c6-b5ac-47fd-b14a-3de2464005f0,False,,0.0,273
84,2,e15544c6-b5ac-47fd-b14a-3de2464005f0,False,,0.0,322
84,3,e15544c6-b5ac-47fd-b14a-3de2464005f0,False,,0.0,320
84,4,e15544c6-b5ac-47fd-b14a-3de2464005f0,False,,0.0,217
85,1,b2adb2e6-7dd1-4f84-be94-5f6647b7bc5c,True,87.0,0.6324786324786325,234
