experiment,exploration_steps,exploration_lookup,terminal_pipeline_id,within_lookup,lookup_rank,lookup_score
1,1,5,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,False,,0
1,1,6,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,False,,0
1,1,7,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,False,,0
1,1,8,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,False,,0
1,1,9,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,False,,0
1,1,10,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,False,,0
1,2,5,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,False,,0
1,2,6,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,False,,0
1,2,7,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,False,,0
1,2,8,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,False,,0
1,2,9,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,False,,0
1,2,10,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,False,,0
1,3,5,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,False,,0
1,3,6,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,False,,0
1,3,7,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,False,,0
1,3,8,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,False,,0
1,3,9,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,False,,0
1,3,10,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,False,,0
2,1,5,051758de-7fdd-4c0f-bdee-154e7ca71eed,False,,0
2,1,6,051758de-7fdd-4c0f-bdee-154e7ca71eed,False,,0
2,1,7,051758de-7fdd-4c0f-bdee-154e7ca71eed,False,,0
2,1,8,051758de-7fdd-4c0f-bdee-154e7ca71eed,False,,0
2,1,9,051758de-7fdd-4c0f-bdee-154e7ca71eed,False,,0
2,1,10,051758de-7fdd-4c0f-bdee-154e7ca71eed,False,,0
2,2,5,051758de-7fdd-4c0f-bdee-154e7ca71eed,False,,0
2,2,6,051758de-7fdd-4c0f-bdee-154e7ca71eed,False,,0
2,2,7,051758de-7fdd-4c0f-bdee-154e7ca71eed,False,,0
2,2,8,051758de-7fdd-4c0f-bdee-154e7ca71eed,False,,0
2,2,9,051758de-7fdd-4c0f-bdee-154e7ca71eed,False,,0
2,2,10,051758de-7fdd-4c0f-bdee-154e7ca71eed,False,,0
2,3,5,051758de-7fdd-4c0f-bdee-154e7ca71eed,False,,0
2,3,6,051758de-7fdd-4c0f-bdee-154e7ca71eed,False,,0
2,3,7,051758de-7fdd-4c0f-bdee-154e7ca71eed,False,,0
2,3,8,051758de-7fdd-4c0f-bdee-154e7ca71eed,False,,0
2,3,9,051758de-7fdd-4c0f-bdee-154e7ca71eed,False,,0
2,3,10,051758de-7fdd-4c0f-bdee-154e7ca71eed,False,,0
3,1,5,040d0ead-b1a1-4e26-9777-2d719ce66cb4,False,,0
3,1,6,040d0ead-b1a1-4e26-9777-2d719ce66cb4,False,,0
3,1,7,040d0ead-b1a1-4e26-9777-2d719ce66cb4,False,,0
3,1,8,040d0ead-b1a1-4e26-9777-2d719ce66cb4,False,,0
3,1,9,040d0ead-b1a1-4e26-9777-2d719ce66cb4,False,,0
3,1,10,040d0ead-b1a1-4e26-9777-2d719ce66cb4,False,,0
3,2,5,040d0ead-b1a1-4e26-9777-2d719ce66cb4,False,,0
3,2,6,040d0ead-b1a1-4e26-9777-2d719ce66cb4,False,,0
3,2,7,040d0ead-b1a1-4e26-9777-2d719ce66cb4,False,,0
3,2,8,040d0ead-b1a1-4e26-9777-2d719ce66cb4,False,,0
3,2,9,040d0ead-b1a1-4e26-9777-2d719ce66cb4,False,,0
3,2,10,040d0ead-b1a1-4e26-9777-2d719ce66cb4,False,,0
3,3,5,040d0ead-b1a1-4e26-9777-2d719ce66cb4,False,,0
3,3,6,040d0ead-b1a1-4e26-9777-2d719ce66cb4,False,,0
3,3,7,040d0ead-b1a1-4e26-9777-2d719ce66cb4,False,,0
3,3,8,040d0ead-b1a1-4e26-9777-2d719ce66cb4,False,,0
3,3,9,040d0ead-b1a1-4e26-9777-2d719ce66cb4,False,,0
3,3,10,040d0ead-b1a1-4e26-9777-2d719ce66cb4,False,,0
4,1,5,05b56773-4a65-4325-8fcb-8327b814b3c6,False,,0
4,1,6,05b56773-4a65-4325-8fcb-8327b814b3c6,False,,0
4,1,7,05b56773-4a65-4325-8fcb-8327b814b3c6,False,,0
4,1,8,05b56773-4a65-4325-8fcb-8327b814b3c6,False,,0
4,1,9,05b56773-4a65-4325-8fcb-8327b814b3c6,False,,0
4,1,10,05b56773-4a65-4325-8fcb-8327b814b3c6,False,,0
4,2,5,05b56773-4a65-4325-8fcb-8327b814b3c6,False,,0
4,2,6,05b56773-4a65-4325-8fcb-8327b814b3c6,False,,0
4,2,7,05b56773-4a65-4325-8fcb-8327b814b3c6,False,,0
4,2,8,05b56773-4a65-4325-8fcb-8327b814b3c6,False,,0
4,2,9,05b56773-4a65-4325-8fcb-8327b814b3c6,False,,0
4,2,10,05b56773-4a65-4325-8fcb-8327b814b3c6,False,,0
4,3,5,05b56773-4a65-4325-8fcb-8327b814b3c6,False,,0
4,3,6,05b56773-4a65-4325-8fcb-8327b814b3c6,False,,0
4,3,7,05b56773-4a65-4325-8fcb-8327b814b3c6,False,,0
4,3,8,05b56773-4a65-4325-8fcb-8327b814b3c6,False,,0
4,3,9,05b56773-4a65-4325-8fcb-8327b814b3c6,False,,0
4,3,10,05b56773-4a65-4325-8fcb-8327b814b3c6,False,,0
5,1,5,042dedc3-2d77-4756-935e-10be36c73d9a,False,,0
5,1,6,042dedc3-2d77-4756-935e-10be36c73d9a,False,,0
5,1,7,042dedc3-2d77-4756-935e-10be36c73d9a,False,,0
5,1,8,042dedc3-2d77-4756-935e-10be36c73d9a,False,,0
5,1,9,042dedc3-2d77-4756-935e-10be36c73d9a,False,,0
5,1,10,042dedc3-2d77-4756-935e-10be36c73d9a,False,,0
5,2,5,042dedc3-2d77-4756-935e-10be36c73d9a,False,,0
5,2,6,042dedc3-2d77-4756-935e-10be36c73d9a,False,,0
5,2,7,042dedc3-2d77-4756-935e-10be36c73d9a,False,,0
5,2,8,042dedc3-2d77-4756-935e-10be36c73d9a,False,,0
5,2,9,042dedc3-2d77-4756-935e-10be36c73d9a,False,,0
5,2,10,042dedc3-2d77-4756-935e-10be36c73d9a,False,,0
5,3,5,042dedc3-2d77-4756-935e-10be36c73d9a,False,,0
5,3,6,042dedc3-2d77-4756-935e-10be36c73d9a,False,,0
5,3,7,042dedc3-2d77-4756-935e-10be36c73d9a,False,,0
5,3,8,042dedc3-2d77-4756-935e-10be36c73d9a,False,,0
5,3,9,042dedc3-2d77-4756-935e-10be36c73d9a,False,,0
5,3,10,042dedc3-2d77-4756-935e-10be36c73d9a,False,,0
6,1,5,03a2fd2b-3db2-4f5b-a283-d9ec9a15f35f,False,,0
6,1,6,03a2fd2b-3db2-4f5b-a283-d9ec9a15f35f,False,,0
6,1,7,03a2fd2b-3db2-4f5b-a283-d9ec9a15f35f,False,,0
6,1,8,03a2fd2b-3db2-4f5b-a283-d9ec9a15f35f,False,,0
6,1,9,03a2fd2b-3db2-4f5b-a283-d9ec9a15f35f,False,,0
6,1,10,03a2fd2b-3db2-4f5b-a283-d9ec9a15f35f,False,,0
6,2,5,03a2fd2b-3db2-4f5b-a283-d9ec9a15f35f,False,,0
6,2,6,03a2fd2b-3db2-4f5b-a283-d9ec9a15f35f,False,,0
6,2,7,03a2fd2b-3db2-4f5b-a283-d9ec9a15f35f,False,,0
6,2,8,03a2fd2b-3db2-4f5b-a283-d9ec9a15f35f,False,,0
6,2,9,03a2fd2b-3db2-4f5b-a283-d9ec9a15f35f,False,,0
6,2,10,03a2fd2b-3db2-4f5b-a283-d9ec9a15f35f,False,,0
6,3,5,03a2fd2b-3db2-4f5b-a283-d9ec9a15f35f,False,,0
6,3,6,03a2fd2b-3db2-4f5b-a283-d9ec9a15f35f,False,,0
6,3,7,03a2fd2b-3db2-4f5b-a283-d9ec9a15f35f,False,,0
6,3,8,03a2fd2b-3db2-4f5b-a283-d9ec9a15f35f,False,,0
6,3,9,03a2fd2b-3db2-4f5b-a283-d9ec9a15f35f,False,,0
6,3,10,03a2fd2b-3db2-4f5b-a283-d9ec9a15f35f,False,,0
7,1,5,0234f7a3-939a-4fe6-8ceb-42391113da9c,False,,0
7,1,6,0234f7a3-939a-4fe6-8ceb-42391113da9c,False,,0
7,1,7,0234f7a3-939a-4fe6-8ceb-42391113da9c,False,,0
7,1,8,0234f7a3-939a-4fe6-8ceb-42391113da9c,False,,0
7,1,9,0234f7a3-939a-4fe6-8ceb-42391113da9c,False,,0
7,1,10,0234f7a3-939a-4fe6-8ceb-42391113da9c,False,,0
7,2,5,0234f7a3-939a-4fe6-8ceb-42391113da9c,False,,0
7,2,6,0234f7a3-939a-4fe6-8ceb-42391113da9c,False,,0
7,2,7,0234f7a3-939a-4fe6-8ceb-42391113da9c,False,,0
7,2,8,0234f7a3-939a-4fe6-8ceb-42391113da9c,False,,0
7,2,9,0234f7a3-939a-4fe6-8ceb-42391113da9c,False,,0
7,2,10,0234f7a3-939a-4fe6-8ceb-42391113da9c,False,,0
7,3,5,0234f7a3-939a-4fe6-8ceb-42391113da9c,False,,0
7,3,6,0234f7a3-939a-4fe6-8ceb-42391113da9c,False,,0
7,3,7,0234f7a3-939a-4fe6-8ceb-42391113da9c,False,,0
7,3,8,0234f7a3-939a-4fe6-8ceb-42391113da9c,False,,0
7,3,9,0234f7a3-939a-4fe6-8ceb-42391113da9c,False,,0
7,3,10,0234f7a3-939a-4fe6-8ceb-42391113da9c,False,,0
9,1,5,036a4b8c-191d-4ca9-8bb3-fb94ab925b59,False,,0
9,1,6,036a4b8c-191d-4ca9-8bb3-fb94ab925b59,False,,0
9,1,7,036a4b8c-191d-4ca9-8bb3-fb94ab925b59,False,,0
9,1,8,036a4b8c-191d-4ca9-8bb3-fb94ab925b59,False,,0
9,1,9,036a4b8c-191d-4ca9-8bb3-fb94ab925b59,False,,0
9,1,10,036a4b8c-191d-4ca9-8bb3-fb94ab925b59,False,,0
9,2,5,036a4b8c-191d-4ca9-8bb3-fb94ab925b59,False,,0
9,2,6,036a4b8c-191d-4ca9-8bb3-fb94ab925b59,False,,0
9,2,7,036a4b8c-191d-4ca9-8bb3-fb94ab925b59,False,,0
9,2,8,036a4b8c-191d-4ca9-8bb3-fb94ab925b59,False,,0
9,2,9,036a4b8c-191d-4ca9-8bb3-fb94ab925b59,False,,0
9,2,10,036a4b8c-191d-4ca9-8bb3-fb94ab925b59,False,,0
9,3,5,036a4b8c-191d-4ca9-8bb3-fb94ab925b59,False,,0
9,3,6,036a4b8c-191d-4ca9-8bb3-fb94ab925b59,False,,0
9,3,7,036a4b8c-191d-4ca9-8bb3-fb94ab925b59,False,,0
9,3,8,036a4b8c-191d-4ca9-8bb3-fb94ab925b59,False,,0
9,3,9,036a4b8c-191d-4ca9-8bb3-fb94ab925b59,False,,0
9,3,10,036a4b8c-191d-4ca9-8bb3-fb94ab925b59,False,,0
10,1,5,004bfb3f-f8fd-401d-9f52-b116f4c62f96,False,,0
10,1,6,004bfb3f-f8fd-401d-9f52-b116f4c62f96,False,,0
10,1,7,004bfb3f-f8fd-401d-9f52-b116f4c62f96,False,,0
10,1,8,004bfb3f-f8fd-401d-9f52-b116f4c62f96,False,,0
10,1,9,004bfb3f-f8fd-401d-9f52-b116f4c62f96,False,,0
10,1,10,004bfb3f-f8fd-401d-9f52-b116f4c62f96,False,,0
10,2,5,004bfb3f-f8fd-401d-9f52-b116f4c62f96,False,,0
10,2,6,004bfb3f-f8fd-401d-9f52-b116f4c62f96,False,,0
10,2,7,004bfb3f-f8fd-401d-9f52-b116f4c62f96,False,,0
10,2,8,004bfb3f-f8fd-401d-9f52-b116f4c62f96,False,,0
10,2,9,004bfb3f-f8fd-401d-9f52-b116f4c62f96,False,,0
10,2,10,004bfb3f-f8fd-401d-9f52-b116f4c62f96,False,,0
10,3,5,004bfb3f-f8fd-401d-9f52-b116f4c62f96,False,,0
10,3,6,004bfb3f-f8fd-401d-9f52-b116f4c62f96,False,,0
10,3,7,004bfb3f-f8fd-401d-9f52-b116f4c62f96,False,,0
10,3,8,004bfb3f-f8fd-401d-9f52-b116f4c62f96,False,,0
10,3,9,004bfb3f-f8fd-401d-9f52-b116f4c62f96,False,,0
10,3,10,004bfb3f-f8fd-401d-9f52-b116f4c62f96,False,,0
11,1,5,029560cb-e56b-4132-be32-0dae2ec776df,False,,0
11,1,6,029560cb-e56b-4132-be32-0dae2ec776df,False,,0
11,1,7,029560cb-e56b-4132-be32-0dae2ec776df,False,,0
11,1,8,029560cb-e56b-4132-be32-0dae2ec776df,False,,0
11,1,9,029560cb-e56b-4132-be32-0dae2ec776df,False,,0
11,1,10,029560cb-e56b-4132-be32-0dae2ec776df,False,,0
11,2,5,029560cb-e56b-4132-be32-0dae2ec776df,False,,0
11,2,6,029560cb-e56b-4132-be32-0dae2ec776df,False,,0
11,2,7,029560cb-e56b-4132-be32-0dae2ec776df,False,,0
11,2,8,029560cb-e56b-4132-be32-0dae2ec776df,False,,0
11,2,9,029560cb-e56b-4132-be32-0dae2ec776df,False,,0
11,2,10,029560cb-e56b-4132-be32-0dae2ec776df,False,,0
11,3,5,029560cb-e56b-4132-be32-0dae2ec776df,False,,0
11,3,6,029560cb-e56b-4132-be32-0dae2ec776df,False,,0
11,3,7,029560cb-e56b-4132-be32-0dae2ec776df,False,,0
11,3,8,029560cb-e56b-4132-be32-0dae2ec776df,False,,0
11,3,9,029560cb-e56b-4132-be32-0dae2ec776df,False,,0
11,3,10,029560cb-e56b-4132-be32-0dae2ec776df,False,,0
13,1,5,04015ad5-d769-473e-8bdb-bc6db3aa4355,False,,0
13,1,6,04015ad5-d769-473e-8bdb-bc6db3aa4355,False,,0
13,1,7,04015ad5-d769-473e-8bdb-bc6db3aa4355,False,,0
13,1,8,04015ad5-d769-473e-8bdb-bc6db3aa4355,False,,0
13,1,9,04015ad5-d769-473e-8bdb-bc6db3aa4355,False,,0
13,1,10,04015ad5-d769-473e-8bdb-bc6db3aa4355,False,,0
13,2,5,04015ad5-d769-473e-8bdb-bc6db3aa4355,False,,0
13,2,6,04015ad5-d769-473e-8bdb-bc6db3aa4355,False,,0
13,2,7,04015ad5-d769-473e-8bdb-bc6db3aa4355,False,,0
13,2,8,04015ad5-d769-473e-8bdb-bc6db3aa4355,False,,0
13,2,9,04015ad5-d769-473e-8bdb-bc6db3aa4355,False,,0
13,2,10,04015ad5-d769-473e-8bdb-bc6db3aa4355,False,,0
13,3,5,04015ad5-d769-473e-8bdb-bc6db3aa4355,False,,0
13,3,6,04015ad5-d769-473e-8bdb-bc6db3aa4355,False,,0
13,3,7,04015ad5-d769-473e-8bdb-bc6db3aa4355,False,,0
13,3,8,04015ad5-d769-473e-8bdb-bc6db3aa4355,False,,0
13,3,9,04015ad5-d769-473e-8bdb-bc6db3aa4355,False,,0
13,3,10,04015ad5-d769-473e-8bdb-bc6db3aa4355,False,,0
14,1,5,030af157-d077-4b7c-9e54-5b621449ea8a,False,,0
14,1,6,030af157-d077-4b7c-9e54-5b621449ea8a,False,,0
14,1,7,030af157-d077-4b7c-9e54-5b621449ea8a,False,,0
14,1,8,030af157-d077-4b7c-9e54-5b621449ea8a,False,,0
14,1,9,030af157-d077-4b7c-9e54-5b621449ea8a,False,,0
14,1,10,030af157-d077-4b7c-9e54-5b621449ea8a,False,,0
14,2,5,030af157-d077-4b7c-9e54-5b621449ea8a,False,,0
14,2,6,030af157-d077-4b7c-9e54-5b621449ea8a,False,,0
14,2,7,030af157-d077-4b7c-9e54-5b621449ea8a,False,,0
14,2,8,030af157-d077-4b7c-9e54-5b621449ea8a,False,,0
14,2,9,030af157-d077-4b7c-9e54-5b621449ea8a,False,,0
14,2,10,030af157-d077-4b7c-9e54-5b621449ea8a,False,,0
14,3,5,030af157-d077-4b7c-9e54-5b621449ea8a,False,,0
14,3,6,030af157-d077-4b7c-9e54-5b621449ea8a,False,,0
14,3,7,030af157-d077-4b7c-9e54-5b621449ea8a,False,,0
14,3,8,030af157-d077-4b7c-9e54-5b621449ea8a,False,,0
14,3,9,030af157-d077-4b7c-9e54-5b621449ea8a,False,,0
14,3,10,030af157-d077-4b7c-9e54-5b621449ea8a,False,,0
15,1,5,00871e7f-e808-415b-af2a-a303e87a1937,False,,0
15,1,6,00871e7f-e808-415b-af2a-a303e87a1937,False,,0
15,1,7,00871e7f-e808-415b-af2a-a303e87a1937,False,,0
15,1,8,00871e7f-e808-415b-af2a-a303e87a1937,False,,0
15,1,9,00871e7f-e808-415b-af2a-a303e87a1937,False,,0
15,1,10,00871e7f-e808-415b-af2a-a303e87a1937,False,,0
15,2,5,00871e7f-e808-415b-af2a-a303e87a1937,False,,0
15,2,6,00871e7f-e808-415b-af2a-a303e87a1937,False,,0
15,2,7,00871e7f-e808-415b-af2a-a303e87a1937,False,,0
15,2,8,00871e7f-e808-415b-af2a-a303e87a1937,False,,0
15,2,9,00871e7f-e808-415b-af2a-a303e87a1937,False,,0
15,2,10,00871e7f-e808-415b-af2a-a303e87a1937,False,,0
15,3,5,00871e7f-e808-415b-af2a-a303e87a1937,False,,0
15,3,6,00871e7f-e808-415b-af2a-a303e87a1937,False,,0
15,3,7,00871e7f-e808-415b-af2a-a303e87a1937,False,,0
15,3,8,00871e7f-e808-415b-af2a-a303e87a1937,False,,0
15,3,9,00871e7f-e808-415b-af2a-a303e87a1937,False,,0
15,3,10,00871e7f-e808-415b-af2a-a303e87a1937,False,,0
16,1,5,019140c0-7e5d-4253-8252-6342c5a89b62,False,,0
16,1,6,019140c0-7e5d-4253-8252-6342c5a89b62,False,,0
16,1,7,019140c0-7e5d-4253-8252-6342c5a89b62,False,,0
16,1,8,019140c0-7e5d-4253-8252-6342c5a89b62,False,,0
16,1,9,019140c0-7e5d-4253-8252-6342c5a89b62,False,,0
16,1,10,019140c0-7e5d-4253-8252-6342c5a89b62,False,,0
16,2,5,019140c0-7e5d-4253-8252-6342c5a89b62,False,,0
16,2,6,019140c0-7e5d-4253-8252-6342c5a89b62,False,,0
16,2,7,019140c0-7e5d-4253-8252-6342c5a89b62,False,,0
16,2,8,019140c0-7e5d-4253-8252-6342c5a89b62,False,,0
16,2,9,019140c0-7e5d-4253-8252-6342c5a89b62,False,,0
16,2,10,019140c0-7e5d-4253-8252-6342c5a89b62,False,,0
16,3,5,019140c0-7e5d-4253-8252-6342c5a89b62,False,,0
16,3,6,019140c0-7e5d-4253-8252-6342c5a89b62,False,,0
16,3,7,019140c0-7e5d-4253-8252-6342c5a89b62,False,,0
16,3,8,019140c0-7e5d-4253-8252-6342c5a89b62,False,,0
16,3,9,019140c0-7e5d-4253-8252-6342c5a89b62,False,,0
16,3,10,019140c0-7e5d-4253-8252-6342c5a89b62,False,,0
17,1,5,044fe1a8-7fb9-4666-93a2-70f72309ad21,False,,0
17,1,6,044fe1a8-7fb9-4666-93a2-70f72309ad21,False,,0
17,1,7,044fe1a8-7fb9-4666-93a2-70f72309ad21,False,,0
17,1,8,044fe1a8-7fb9-4666-93a2-70f72309ad21,False,,0
17,1,9,044fe1a8-7fb9-4666-93a2-70f72309ad21,False,,0
17,1,10,044fe1a8-7fb9-4666-93a2-70f72309ad21,False,,0
17,2,5,044fe1a8-7fb9-4666-93a2-70f72309ad21,False,,0
17,2,6,044fe1a8-7fb9-4666-93a2-70f72309ad21,False,,0
17,2,7,044fe1a8-7fb9-4666-93a2-70f72309ad21,False,,0
17,2,8,044fe1a8-7fb9-4666-93a2-70f72309ad21,False,,0
17,2,9,044fe1a8-7fb9-4666-93a2-70f72309ad21,False,,0
17,2,10,044fe1a8-7fb9-4666-93a2-70f72309ad21,False,,0
17,3,5,044fe1a8-7fb9-4666-93a2-70f72309ad21,False,,0
17,3,6,044fe1a8-7fb9-4666-93a2-70f72309ad21,False,,0
17,3,7,044fe1a8-7fb9-4666-93a2-70f72309ad21,False,,0
17,3,8,044fe1a8-7fb9-4666-93a2-70f72309ad21,False,,0
17,3,9,044fe1a8-7fb9-4666-93a2-70f72309ad21,False,,0
17,3,10,044fe1a8-7fb9-4666-93a2-70f72309ad21,False,,0
18,1,5,05578600-d774-4572-acb0-4cb6b2e87da7,False,,0
18,1,6,05578600-d774-4572-acb0-4cb6b2e87da7,False,,0
18,1,7,05578600-d774-4572-acb0-4cb6b2e87da7,False,,0
18,1,8,05578600-d774-4572-acb0-4cb6b2e87da7,False,,0
18,1,9,05578600-d774-4572-acb0-4cb6b2e87da7,False,,0
18,1,10,05578600-d774-4572-acb0-4cb6b2e87da7,False,,0
18,2,5,05578600-d774-4572-acb0-4cb6b2e87da7,False,,0
18,2,6,05578600-d774-4572-acb0-4cb6b2e87da7,False,,0
18,2,7,05578600-d774-4572-acb0-4cb6b2e87da7,False,,0
18,2,8,05578600-d774-4572-acb0-4cb6b2e87da7,False,,0
18,2,9,05578600-d774-4572-acb0-4cb6b2e87da7,False,,0
18,2,10,05578600-d774-4572-acb0-4cb6b2e87da7,False,,0
18,3,5,05578600-d774-4572-acb0-4cb6b2e87da7,False,,0
18,3,6,05578600-d774-4572-acb0-4cb6b2e87da7,False,,0
18,3,7,05578600-d774-4572-acb0-4cb6b2e87da7,False,,0
18,3,8,05578600-d774-4572-acb0-4cb6b2e87da7,False,,0
18,3,9,05578600-d774-4572-acb0-4cb6b2e87da7,False,,0
18,3,10,05578600-d774-4572-acb0-4cb6b2e87da7,False,,0
19,1,5,02861c28-6836-4c55-85b4-7b883158f236,False,,0
19,1,6,02861c28-6836-4c55-85b4-7b883158f236,False,,0
19,1,7,02861c28-6836-4c55-85b4-7b883158f236,False,,0
19,1,8,02861c28-6836-4c55-85b4-7b883158f236,False,,0
19,1,9,02861c28-6836-4c55-85b4-7b883158f236,False,,0
19,1,10,02861c28-6836-4c55-85b4-7b883158f236,False,,0
19,2,5,02861c28-6836-4c55-85b4-7b883158f236,False,,0
19,2,6,02861c28-6836-4c55-85b4-7b883158f236,False,,0
19,2,7,02861c28-6836-4c55-85b4-7b883158f236,False,,0
19,2,8,02861c28-6836-4c55-85b4-7b883158f236,False,,0
19,2,9,02861c28-6836-4c55-85b4-7b883158f236,False,,0
19,2,10,02861c28-6836-4c55-85b4-7b883158f236,False,,0
19,3,5,02861c28-6836-4c55-85b4-7b883158f236,False,,0
19,3,6,02861c28-6836-4c55-85b4-7b883158f236,False,,0
19,3,7,02861c28-6836-4c55-85b4-7b883158f236,False,,0
19,3,8,02861c28-6836-4c55-85b4-7b883158f236,False,,0
19,3,9,02861c28-6836-4c55-85b4-7b883158f236,False,,0
19,3,10,02861c28-6836-4c55-85b4-7b883158f236,False,,0
21,1,5,054ac565-ed93-44f8-bd46-1e0c2e401be2,False,,0
21,1,6,054ac565-ed93-44f8-bd46-1e0c2e401be2,False,,0
21,1,7,054ac565-ed93-44f8-bd46-1e0c2e401be2,False,,0
21,1,8,054ac565-ed93-44f8-bd46-1e0c2e401be2,False,,0
21,1,9,054ac565-ed93-44f8-bd46-1e0c2e401be2,False,,0
21,1,10,054ac565-ed93-44f8-bd46-1e0c2e401be2,False,,0
21,2,5,054ac565-ed93-44f8-bd46-1e0c2e401be2,False,,0
21,2,6,054ac565-ed93-44f8-bd46-1e0c2e401be2,False,,0
21,2,7,054ac565-ed93-44f8-bd46-1e0c2e401be2,False,,0
21,2,8,054ac565-ed93-44f8-bd46-1e0c2e401be2,False,,0
21,2,9,054ac565-ed93-44f8-bd46-1e0c2e401be2,False,,0
21,2,10,054ac565-ed93-44f8-bd46-1e0c2e401be2,False,,0
21,3,5,054ac565-ed93-44f8-bd46-1e0c2e401be2,False,,0
21,3,6,054ac565-ed93-44f8-bd46-1e0c2e401be2,False,,0
21,3,7,054ac565-ed93-44f8-bd46-1e0c2e401be2,False,,0
21,3,8,054ac565-ed93-44f8-bd46-1e0c2e401be2,False,,0
21,3,9,054ac565-ed93-44f8-bd46-1e0c2e401be2,False,,0
21,3,10,054ac565-ed93-44f8-bd46-1e0c2e401be2,False,,0
22,1,5,007fc322-e91f-4847-bb62-86d0e66d2f92,False,,0
22,1,6,007fc322-e91f-4847-bb62-86d0e66d2f92,False,,0
22,1,7,007fc322-e91f-4847-bb62-86d0e66d2f92,False,,0
22,1,8,007fc322-e91f-4847-bb62-86d0e66d2f92,False,,0
22,1,9,007fc322-e91f-4847-bb62-86d0e66d2f92,False,,0
22,1,10,007fc322-e91f-4847-bb62-86d0e66d2f92,False,,0
22,2,5,007fc322-e91f-4847-bb62-86d0e66d2f92,False,,0
22,2,6,007fc322-e91f-4847-bb62-86d0e66d2f92,False,,0
22,2,7,007fc322-e91f-4847-bb62-86d0e66d2f92,False,,0
22,2,8,007fc322-e91f-4847-bb62-86d0e66d2f92,False,,0
22,2,9,007fc322-e91f-4847-bb62-86d0e66d2f92,False,,0
22,2,10,007fc322-e91f-4847-bb62-86d0e66d2f92,False,,0
22,3,5,007fc322-e91f-4847-bb62-86d0e66d2f92,False,,0
22,3,6,007fc322-e91f-4847-bb62-86d0e66d2f92,False,,0
22,3,7,007fc322-e91f-4847-bb62-86d0e66d2f92,False,,0
22,3,8,007fc322-e91f-4847-bb62-86d0e66d2f92,False,,0
22,3,9,007fc322-e91f-4847-bb62-86d0e66d2f92,False,,0
22,3,10,007fc322-e91f-4847-bb62-86d0e66d2f92,False,,0
23,1,5,00c578a2-795d-43f6-8021-3150e4391f7e,False,,0
23,1,6,00c578a2-795d-43f6-8021-3150e4391f7e,False,,0
23,1,7,00c578a2-795d-43f6-8021-3150e4391f7e,False,,0
23,1,8,00c578a2-795d-43f6-8021-3150e4391f7e,False,,0
23,1,9,00c578a2-795d-43f6-8021-3150e4391f7e,False,,0
