experiment,exploration_steps,type_of_similarity,partial_pipeline_id,min_to_terminal_similarity,max_to_terminal_similarity,explanation_satisfied
17,7,manhattan,03a5aad0-edbe-470f-afde-ea36860fbac6,5.150917421615532,26.587265654706698,False
17,7,cosine,03a5aad0-edbe-470f-afde-ea36860fbac6,0.9874482585899649,0.6312925704155801,True
17,7,euclidian,03a5aad0-edbe-470f-afde-ea36860fbac6,0.16781787446581242,0.8570345204673866,False
19,1,manhattan,0051f80e-d51e-4390-9593-513fa5e89ed1,5.013408331392327,26.658285682009193,False
19,1,cosine,0051f80e-d51e-4390-9593-513fa5e89ed1,0.9848620270346434,0.6336490068514898,True
19,1,euclidian,0051f80e-d51e-4390-9593-513fa5e89ed1,0.17389659296656146,0.8575504233826465,False
19,2,manhattan,0051f80e-d51e-4390-9593-513fa5e89ed1,5.310806556695752,26.627554303447596,False
19,2,cosine,0051f80e-d51e-4390-9593-513fa5e89ed1,0.9849309587275737,0.6331345906777807,True
19,2,euclidian,0051f80e-d51e-4390-9593-513fa5e89ed1,0.16198935505215145,0.8559331410819548,False
19,3,manhattan,0051f80e-d51e-4390-9593-513fa5e89ed1,4.928307629666961,26.580276930076707,False
19,3,cosine,0051f80e-d51e-4390-9593-513fa5e89ed1,0.9865529903649423,0.6313783098311696,True
19,3,euclidian,0051f80e-d51e-4390-9593-513fa5e89ed1,0.16051967819730376,0.8573638334333755,False
19,4,manhattan,0051f80e-d51e-4390-9593-513fa5e89ed1,5.248909785356318,26.411750445524376,False
19,4,cosine,0051f80e-d51e-4390-9593-513fa5e89ed1,0.9855132836935445,0.6339227631407097,True
19,4,euclidian,0051f80e-d51e-4390-9593-513fa5e89ed1,0.163994613391766,0.8608668497710913,False
19,5,manhattan,0051f80e-d51e-4390-9593-513fa5e89ed1,5.350404658222033,26.447647872453217,False
19,5,cosine,0051f80e-d51e-4390-9593-513fa5e89ed1,0.9856616933036247,0.6284219833955895,True
19,5,euclidian,0051f80e-d51e-4390-9593-513fa5e89ed1,0.1833886134162968,0.8533862482549992,False
19,6,manhattan,0051f80e-d51e-4390-9593-513fa5e89ed1,5.563527567088954,26.552047609852707,False
19,6,cosine,0051f80e-d51e-4390-9593-513fa5e89ed1,0.9835052657753428,0.6312726810834876,True
19,6,euclidian,0051f80e-d51e-4390-9593-513fa5e89ed1,0.175719435183722,0.8587497672911506,False
19,7,manhattan,0051f80e-d51e-4390-9593-513fa5e89ed1,5.568093499920906,26.62147173789208,False
19,7,cosine,0051f80e-d51e-4390-9593-513fa5e89ed1,0.9885297284623059,0.6288180649898646,True
19,7,euclidian,0051f80e-d51e-4390-9593-513fa5e89ed1,0.17743235118401152,0.854929236855566,False
21,1,manhattan,037d697a-2f7b-48f8-9778-de31325e8584,5.1434205176392425,5.776165665156441,False
21,1,cosine,037d697a-2f7b-48f8-9778-de31325e8584,0.9866040060465172,0.9832875025263477,True
21,1,euclidian,037d697a-2f7b-48f8-9778-de31325e8584,0.15180496120539036,0.17232452411978044,False
21,2,manhattan,037d697a-2f7b-48f8-9778-de31325e8584,4.416054685665586,4.102814277352081,True
21,2,cosine,037d697a-2f7b-48f8-9778-de31325e8584,0.9913895223437014,0.9902419074096231,True
21,2,euclidian,037d697a-2f7b-48f8-9778-de31325e8584,0.1444179948693439,0.14126711444069076,True
21,3,manhattan,037d697a-2f7b-48f8-9778-de31325e8584,4.180192318321133,3.7669084846238547,True
21,3,cosine,037d697a-2f7b-48f8-9778-de31325e8584,0.9900448191499488,0.9916591564117412,False
21,3,euclidian,037d697a-2f7b-48f8-9778-de31325e8584,0.14843493292311363,0.17715170587039558,False
21,4,manhattan,037d697a-2f7b-48f8-9778-de31325e8584,5.444607904046279,4.857991541279262,True
21,4,cosine,037d697a-2f7b-48f8-9778-de31325e8584,0.991312528468462,0.9882622380333768,True
21,4,euclidian,037d697a-2f7b-48f8-9778-de31325e8584,0.15595005114430213,0.13646628669393923,True
21,5,manhattan,037d697a-2f7b-48f8-9778-de31325e8584,3.9044406878010705,4.603679116883541,False
21,5,cosine,037d697a-2f7b-48f8-9778-de31325e8584,0.9885723569014174,0.9898901868325212,False
21,5,euclidian,037d697a-2f7b-48f8-9778-de31325e8584,0.15022176406885468,0.12590099785842096,True
21,6,manhattan,037d697a-2f7b-48f8-9778-de31325e8584,4.8708739774901915,4.756970134221774,True
21,6,cosine,037d697a-2f7b-48f8-9778-de31325e8584,0.9885041158961706,0.991094411724,False
21,6,euclidian,037d697a-2f7b-48f8-9778-de31325e8584,0.1709675595829236,0.18923964196778292,False
21,7,manhattan,037d697a-2f7b-48f8-9778-de31325e8584,5.2893400969423965,4.997391530927416,True
21,7,cosine,037d697a-2f7b-48f8-9778-de31325e8584,0.9870832781070095,0.9917773190583665,False
21,7,euclidian,037d697a-2f7b-48f8-9778-de31325e8584,0.1627475263599905,0.1600734864988109,True
22,1,manhattan,068fa881-1154-4217-b3c8-7b91d4ef60c0,5.10782478100964,26.557955221257544,False
22,1,cosine,068fa881-1154-4217-b3c8-7b91d4ef60c0,0.9864104855732732,0.6330869091195495,True
22,1,euclidian,068fa881-1154-4217-b3c8-7b91d4ef60c0,0.16198895363402152,0.8536361779420553,False
22,2,manhattan,068fa881-1154-4217-b3c8-7b91d4ef60c0,4.9303084496150404,26.63930686876438,False
22,2,cosine,068fa881-1154-4217-b3c8-7b91d4ef60c0,0.9845327368232099,0.6344590769320315,True
22,2,euclidian,068fa881-1154-4217-b3c8-7b91d4ef60c0,0.17745546379727062,0.852688530731005,False
22,3,manhattan,068fa881-1154-4217-b3c8-7b91d4ef60c0,6.0008692467592635,26.535814754007077,False
22,3,cosine,068fa881-1154-4217-b3c8-7b91d4ef60c0,0.988240724889389,0.6282883029739341,True
22,3,euclidian,068fa881-1154-4217-b3c8-7b91d4ef60c0,0.16816412175268106,0.8523858425470212,False
22,4,manhattan,068fa881-1154-4217-b3c8-7b91d4ef60c0,5.629951828139383,26.356684364007833,False
22,4,cosine,068fa881-1154-4217-b3c8-7b91d4ef60c0,0.9820403432311384,0.632866303059778,True
22,4,euclidian,068fa881-1154-4217-b3c8-7b91d4ef60c0,0.17703266055497122,0.8494087089421741,False
22,5,manhattan,068fa881-1154-4217-b3c8-7b91d4ef60c0,5.706469863271877,26.64386326003455,False
22,5,cosine,068fa881-1154-4217-b3c8-7b91d4ef60c0,0.6344243680363955,0.6344243680363955,False
22,5,euclidian,068fa881-1154-4217-b3c8-7b91d4ef60c0,0.1510239611076469,0.8589472062971223,False
22,6,manhattan,068fa881-1154-4217-b3c8-7b91d4ef60c0,5.609232995759157,26.652559548852423,False
22,6,cosine,068fa881-1154-4217-b3c8-7b91d4ef60c0,0.9897616281581061,0.6330611863443031,True
22,6,euclidian,068fa881-1154-4217-b3c8-7b91d4ef60c0,0.19254632615797276,0.845481598063019,False
22,7,manhattan,068fa881-1154-4217-b3c8-7b91d4ef60c0,4.73912529172685,26.524872953700196,False
22,7,cosine,068fa881-1154-4217-b3c8-7b91d4ef60c0,0.9817181609828668,0.6346092760821402,True
22,7,euclidian,068fa881-1154-4217-b3c8-7b91d4ef60c0,0.19152247114092505,0.8501400397032611,False
23,1,manhattan,02df7d2b-2520-4c47-8395-98239b0ae22f,26.874666991644062,26.874666991644062,False
23,1,cosine,02df7d2b-2520-4c47-8395-98239b0ae22f,0.6276980232586453,0.6276980232586453,False
23,1,euclidian,02df7d2b-2520-4c47-8395-98239b0ae22f,0.861236011365704,0.861236011365704,False
23,2,manhattan,02df7d2b-2520-4c47-8395-98239b0ae22f,26.826656786280637,26.826656786280637,False
23,2,cosine,02df7d2b-2520-4c47-8395-98239b0ae22f,0.6349645454414012,0.6349645454414012,False
23,2,euclidian,02df7d2b-2520-4c47-8395-98239b0ae22f,0.8592677722332894,0.8592677722332894,False
23,3,manhattan,02df7d2b-2520-4c47-8395-98239b0ae22f,4.017667362575594,26.676256343636396,False
23,3,cosine,02df7d2b-2520-4c47-8395-98239b0ae22f,0.6290735118716071,0.6290735118716071,False
23,3,euclidian,02df7d2b-2520-4c47-8395-98239b0ae22f,0.8565232401613472,0.8565289713285898,False
23,4,manhattan,02df7d2b-2520-4c47-8395-98239b0ae22f,26.62031883883128,26.62031883883128,False
23,4,cosine,02df7d2b-2520-4c47-8395-98239b0ae22f,0.6343731015584634,0.6343731015584634,False
23,4,euclidian,02df7d2b-2520-4c47-8395-98239b0ae22f,0.8572784472227265,0.8572784472227265,False
23,5,manhattan,02df7d2b-2520-4c47-8395-98239b0ae22f,26.84082137993164,26.84082137993164,False
23,5,cosine,02df7d2b-2520-4c47-8395-98239b0ae22f,0.6318260837914204,0.6318260837914204,False
23,5,euclidian,02df7d2b-2520-4c47-8395-98239b0ae22f,0.8613586151736862,0.8613586151736862,False
23,6,manhattan,02df7d2b-2520-4c47-8395-98239b0ae22f,26.673253788438615,26.673253788438615,False
23,6,cosine,02df7d2b-2520-4c47-8395-98239b0ae22f,0.6293986721637511,0.6293986721637511,False
23,6,euclidian,02df7d2b-2520-4c47-8395-98239b0ae22f,0.8516801111219837,0.8516801111219837,False
23,7,manhattan,02df7d2b-2520-4c47-8395-98239b0ae22f,26.674236228687278,26.67411461852521,True
23,7,cosine,02df7d2b-2520-4c47-8395-98239b0ae22f,0.6340002890669529,0.6340002890669529,False
23,7,euclidian,02df7d2b-2520-4c47-8395-98239b0ae22f,0.1275999941750062,0.8599426593246994,False
25,1,manhattan,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,26.574639896918143,26.574639896918143,False
25,1,cosine,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,0.6351490327607892,0.6351554171106271,False
25,1,euclidian,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,0.8500924365463791,0.8500924365463791,False
25,2,manhattan,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,26.539925705858536,26.53987530589029,True
25,2,cosine,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,0.6257194985809835,0.6257194985809835,False
25,2,euclidian,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,0.8631049191063185,0.8631049191063185,False
25,3,manhattan,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,26.69390910676293,26.69390910676293,False
25,3,cosine,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,0.6310259512258181,0.6310259512258181,False
25,3,euclidian,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,0.860976983477694,0.860976983477694,False
25,4,manhattan,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,26.586061437276385,26.586061437276385,False
25,4,cosine,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,0.98627597200244,0.6336425504417412,True
25,4,euclidian,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,0.8663090291150124,0.8663090291150124,False
25,5,manhattan,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,26.545972659221206,26.545972659221206,False
25,5,cosine,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,0.6296538868253038,0.6296600596717419,False
25,5,euclidian,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,0.8549762916192649,0.8549762916192649,False
25,6,manhattan,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,26.532191432406307,26.532191432406307,False
25,6,cosine,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,0.6332729237215191,0.6332729237215191,False
25,6,euclidian,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,0.8556529010835241,0.8556381550003779,True
25,7,manhattan,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,26.718837988344603,26.718837988344603,False
25,7,cosine,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,0.6343716656792708,0.6343716656792708,False
25,7,euclidian,0163eaa0-1eb3-4edc-82ac-1a010cbbe014,0.8578116764791576,0.8578116764791576,False
26,1,manhattan,020634d6-9300-4509-8ea7-863687db860f,4.835323164388683,26.752540789579598,False
26,1,cosine,020634d6-9300-4509-8ea7-863687db860f,0.9888086711818606,0.6266240368055817,True
26,1,euclidian,020634d6-9300-4509-8ea7-863687db860f,0.15811203638629803,0.8624758170524944,False
26,2,manhattan,020634d6-9300-4509-8ea7-863687db860f,4.985298853691347,26.822931135319322,False
26,2,cosine,020634d6-9300-4509-8ea7-863687db860f,0.9876155810541635,0.6297231306828802,True
26,2,euclidian,020634d6-9300-4509-8ea7-863687db860f,0.15795707578405943,0.8603473930168494,False
26,3,manhattan,020634d6-9300-4509-8ea7-863687db860f,4.930113774866413,26.66521600165811,False
26,3,cosine,020634d6-9300-4509-8ea7-863687db860f,0.9845676383906378,0.6352663099061513,True
26,3,euclidian,020634d6-9300-4509-8ea7-863687db860f,0.13445448340947697,0.8627942332790672,False
26,4,manhattan,020634d6-9300-4509-8ea7-863687db860f,5.171939516869315,26.704704220194344,False
26,4,cosine,020634d6-9300-4509-8ea7-863687db860f,0.9893334373071545,0.6236709010557822,True
26,4,euclidian,020634d6-9300-4509-8ea7-863687db860f,0.17079654392310045,0.8577265190684626,False
26,5,manhattan,020634d6-9300-4509-8ea7-863687db860f,4.907197304393776,26.857949608930994,False
26,5,cosine,020634d6-9300-4509-8ea7-863687db860f,0.9845763066361308,0.6272772126452423,True
26,5,euclidian,020634d6-9300-4509-8ea7-863687db860f,0.19171367923281896,0.8540981355197701,False
26,6,manhattan,020634d6-9300-4509-8ea7-863687db860f,5.472420450264053,26.69949447644649,False
26,6,cosine,020634d6-9300-4509-8ea7-863687db860f,0.982712899050538,0.6358024128132318,True
26,6,euclidian,020634d6-9300-4509-8ea7-863687db860f,0.1858162464424687,0.8528812821562272,False
26,7,manhattan,020634d6-9300-4509-8ea7-863687db860f,5.6265957838295435,26.731912727088,False
26,7,cosine,020634d6-9300-4509-8ea7-863687db860f,0.9871223845092477,0.6324015493272734,True
26,7,euclidian,020634d6-9300-4509-8ea7-863687db860f,0.18372876371233204,0.8539186636835089,False
27,1,manhattan,06be0001-49b7-4719-be2f-cb1db3ccd65f,5.884908073306178,26.390888168356923,False
27,1,cosine,06be0001-49b7-4719-be2f-cb1db3ccd65f,0.9828887079135801,0.9825126941214773,True
27,1,euclidian,06be0001-49b7-4719-be2f-cb1db3ccd65f,0.1953227583190605,0.18813017675951035,True
27,2,manhattan,06be0001-49b7-4719-be2f-cb1db3ccd65f,6.2993644974819745,26.3977452091508,False
27,2,cosine,06be0001-49b7-4719-be2f-cb1db3ccd65f,0.6356496028176237,0.6356496028176237,False
27,2,euclidian,06be0001-49b7-4719-be2f-cb1db3ccd65f,0.19355407563862131,0.8569028651261068,False
27,3,manhattan,06be0001-49b7-4719-be2f-cb1db3ccd65f,6.258381135496165,26.1715352865117,False
27,3,cosine,06be0001-49b7-4719-be2f-cb1db3ccd65f,0.9875888318053213,0.6341923765349896,True
27,3,euclidian,06be0001-49b7-4719-be2f-cb1db3ccd65f,0.1588460728836773,0.8634345043660449,False
27,4,manhattan,06be0001-49b7-4719-be2f-cb1db3ccd65f,5.912403710180115,26.364476951521738,False
27,4,cosine,06be0001-49b7-4719-be2f-cb1db3ccd65f,0.9811920788638127,0.6340860141705962,True
27,4,euclidian,06be0001-49b7-4719-be2f-cb1db3ccd65f,0.1996725685135883,0.8521069858953642,False
27,5,manhattan,06be0001-49b7-4719-be2f-cb1db3ccd65f,6.058033153094584,26.477241760744164,False
27,5,cosine,06be0001-49b7-4719-be2f-cb1db3ccd65f,0.9797099357538368,0.6438786509970329,True
27,5,euclidian,06be0001-49b7-4719-be2f-cb1db3ccd65f,0.19283844403720743,0.8417247669291581,False
27,6,manhattan,06be0001-49b7-4719-be2f-cb1db3ccd65f,6.13683729733998,6.0519815514768425,True
27,6,cosine,06be0001-49b7-4719-be2f-cb1db3ccd65f,0.9871809379255919,0.9884178949085547,False
27,6,euclidian,06be0001-49b7-4719-be2f-cb1db3ccd65f,0.20414944105607905,0.8510985089896266,False
27,7,manhattan,06be0001-49b7-4719-be2f-cb1db3ccd65f,5.408632574735748,26.604036929769336,False
27,7,cosine,06be0001-49b7-4719-be2f-cb1db3ccd65f,0.9798022827240537,0.6457716874944224,True
27,7,euclidian,06be0001-49b7-4719-be2f-cb1db3ccd65f,0.1552712266699257,0.8554859876676196,False
28,1,manhattan,04a2def6-0183-45f0-a46a-b644682e5894,3.826098004274172,5.744381094904384,False
28,1,cosine,04a2def6-0183-45f0-a46a-b644682e5894,0.9919009654935665,0.9856933533657978,True
28,1,euclidian,04a2def6-0183-45f0-a46a-b644682e5894,0.12040262614411157,0.18234630324297904,False
28,2,manhattan,04a2def6-0183-45f0-a46a-b644682e5894,3.7142548239571624,5.663790925975263,False
28,2,cosine,04a2def6-0183-45f0-a46a-b644682e5894,0.9847020948714692,0.9922829312479928,False
28,2,euclidian,04a2def6-0183-45f0-a46a-b644682e5894,0.12295257235180784,0.17967120377014556,False
28,3,manhattan,04a2def6-0183-45f0-a46a-b644682e5894,4.1791466750237305,5.636252487882302,False
28,3,cosine,04a2def6-0183-45f0-a46a-b644682e5894,0.983601931088123,0.9899641995325631,False
28,3,euclidian,04a2def6-0183-45f0-a46a-b644682e5894,0.1791419908131521,0.2323306324765447,False
28,4,manhattan,04a2def6-0183-45f0-a46a-b644682e5894,4.391087759040602,5.8322730367326585,False
28,4,cosine,04a2def6-0183-45f0-a46a-b644682e5894,0.9907391992044575,0.982938148046571,True
28,4,euclidian,04a2def6-0183-45f0-a46a-b644682e5894,0.18932473269012368,0.2321240420226087,False
28,5,manhattan,04a2def6-0183-45f0-a46a-b644682e5894,4.174482119742606,5.571388659134755,False
28,5,cosine,04a2def6-0183-45f0-a46a-b644682e5894,0.9828426331733247,0.9898348101910234,False
28,5,euclidian,04a2def6-0183-45f0-a46a-b644682e5894,0.13683635841073277,0.18231216497996083,False
28,6,manhattan,04a2def6-0183-45f0-a46a-b644682e5894,5.378769260662466,7.096470116578075,False
28,6,cosine,04a2def6-0183-45f0-a46a-b644682e5894,0.9785960487311858,0.9821464823728847,False
28,6,euclidian,04a2def6-0183-45f0-a46a-b644682e5894,0.1749212442829546,0.13685124850245833,True
28,7,manhattan,04a2def6-0183-45f0-a46a-b644682e5894,5.828949828814075,5.593087507435484,True
28,7,cosine,04a2def6-0183-45f0-a46a-b644682e5894,0.9915145390289876,0.9839829713737117,True
28,7,euclidian,04a2def6-0183-45f0-a46a-b644682e5894,0.13440611079258194,0.18187084122857058,False
30,1,manhattan,003c23ee-ef3e-4839-99d8-90f41add0bdd,6.073026046778978,6.930221591433451,False
30,1,cosine,003c23ee-ef3e-4839-99d8-90f41add0bdd,0.9816236790990386,0.9750677210541874,True
30,1,euclidian,003c23ee-ef3e-4839-99d8-90f41add0bdd,0.17336674498434906,0.2153677772519517,False
30,2,manhattan,003c23ee-ef3e-4839-99d8-90f41add0bdd,6.052693634625939,6.827351813988912,False
30,2,cosine,003c23ee-ef3e-4839-99d8-90f41add0bdd,0.9820311156045703,0.976248952080093,True
30,2,euclidian,003c23ee-ef3e-4839-99d8-90f41add0bdd,0.17360387630431837,0.2144727563265876,False
30,3,manhattan,003c23ee-ef3e-4839-99d8-90f41add0bdd,4.447654779754885,5.56431884646247,False
30,3,cosine,003c23ee-ef3e-4839-99d8-90f41add0bdd,0.9906861966747964,0.9858111900372467,True
30,3,euclidian,003c23ee-ef3e-4839-99d8-90f41add0bdd,0.21214765464093033,0.17710123994770252,True
30,4,manhattan,003c23ee-ef3e-4839-99d8-90f41add0bdd,6.398994905466907,6.663431033714801,False
30,4,cosine,003c23ee-ef3e-4839-99d8-90f41add0bdd,0.9895742070635102,0.9850781225013762,True
30,4,euclidian,003c23ee-ef3e-4839-99d8-90f41add0bdd,0.1587524947377002,0.19385001070365376,False
30,5,manhattan,003c23ee-ef3e-4839-99d8-90f41add0bdd,6.468086519371354,6.533974756168959,False
30,5,cosine,003c23ee-ef3e-4839-99d8-90f41add0bdd,0.978878383491385,0.9787983084911575,True
30,5,euclidian,003c23ee-ef3e-4839-99d8-90f41add0bdd,0.18909964626687092,0.20179364525233826,False
30,6,manhattan,003c23ee-ef3e-4839-99d8-90f41add0bdd,5.136803395656898,4.5036019525838356,True
30,6,cosine,003c23ee-ef3e-4839-99d8-90f41add0bdd,0.9781754762166043,0.9775611044208407,True
30,6,euclidian,003c23ee-ef3e-4839-99d8-90f41add0bdd,0.14709115596880656,0.17613441181592693,False
30,7,manhattan,003c23ee-ef3e-4839-99d8-90f41add0bdd,4.7561317341956055,5.32980041688927,False
30,7,cosine,003c23ee-ef3e-4839-99d8-90f41add0bdd,0.9823720324709427,0.9769608836399432,True
30,7,euclidian,003c23ee-ef3e-4839-99d8-90f41add0bdd,0.1425430532657421,0.1629023997134255,False
31,1,manhattan,011afb67-dec5-4665-8206-17c07a06eb6f,4.841870929034599,26.689644529683733,False
31,1,cosine,011afb67-dec5-4665-8206-17c07a06eb6f,0.9880627582113308,0.6294292719151614,True
31,1,euclidian,011afb67-dec5-4665-8206-17c07a06eb6f,0.15433286570630686,0.860895721804924,False
31,2,manhattan,011afb67-dec5-4665-8206-17c07a06eb6f,4.958015980488199,26.588112399954753,False
31,2,cosine,011afb67-dec5-4665-8206-17c07a06eb6f,0.9875424112820582,0.6324297275162853,True
31,2,euclidian,011afb67-dec5-4665-8206-17c07a06eb6f,0.15451369878365176,0.860895721804924,False
31,3,manhattan,011afb67-dec5-4665-8206-17c07a06eb6f,4.841870929034599,26.689644529683733,False
31,3,cosine,011afb67-dec5-4665-8206-17c07a06eb6f,0.6294292719151614,0.6294292719151614,False
31,3,euclidian,011afb67-dec5-4665-8206-17c07a06eb6f,0.15451369878365176,0.860895721804924,False
31,4,manhattan,011afb67-dec5-4665-8206-17c07a06eb6f,4.838847925524647,26.689644529683733,False
31,4,cosine,011afb67-dec5-4665-8206-17c07a06eb6f,0.9875391251009427,0.6324973451965278,True
31,4,euclidian,011afb67-dec5-4665-8206-17c07a06eb6f,0.15451369878365176,0.860895721804924,False
31,5,manhattan,011afb67-dec5-4665-8206-17c07a06eb6f,4.841870929034599,26.689644529683733,False
31,5,cosine,011afb67-dec5-4665-8206-17c07a06eb6f,0.9880627582113308,0.6294292719151614,True
31,5,euclidian,011afb67-dec5-4665-8206-17c07a06eb6f,0.15774541023667152,0.8573244921477109,False
31,6,manhattan,011afb67-dec5-4665-8206-17c07a06eb6f,4.842884259517746,26.689644529683733,False
31,6,cosine,011afb67-dec5-4665-8206-17c07a06eb6f,0.9880612631245951,0.6294292719151614,True
31,6,euclidian,011afb67-dec5-4665-8206-17c07a06eb6f,0.15451369878365176,0.860895721804924,False
31,7,manhattan,011afb67-dec5-4665-8206-17c07a06eb6f,4.841870929034599,26.689644529683733,False
31,7,cosine,011afb67-dec5-4665-8206-17c07a06eb6f,0.9880627582113308,0.6294292719151614,True
31,7,euclidian,011afb67-dec5-4665-8206-17c07a06eb6f,0.15451369878365176,0.860895721804924,False
32,1,manhattan,006ffb27-5839-402f-9364-e208d4ddaed6,6.235851571826515,26.737470703329564,False
32,1,cosine,006ffb27-5839-402f-9364-e208d4ddaed6,0.9803224181026227,0.6315076441061573,True
32,1,euclidian,006ffb27-5839-402f-9364-e208d4ddaed6,0.1914133007565468,0.8556950204387799,False
32,2,manhattan,006ffb27-5839-402f-9364-e208d4ddaed6,5.177404385188424,26.561713306245565,False
32,2,cosine,006ffb27-5839-402f-9364-e208d4ddaed6,0.9829327976281997,0.6332283442080723,True
32,2,euclidian,006ffb27-5839-402f-9364-e208d4ddaed6,0.2005841203726886,0.859032264903082,False
32,3,manhattan,006ffb27-5839-402f-9364-e208d4ddaed6,5.191229068367647,26.92414342184611,False
32,3,cosine,006ffb27-5839-402f-9364-e208d4ddaed6,0.985397748463884,0.6314619543713178,True
32,3,euclidian,006ffb27-5839-402f-9364-e208d4ddaed6,0.19978856296233732,0.8612309294201376,False
32,4,manhattan,006ffb27-5839-402f-9364-e208d4ddaed6,5.098654087804789,26.85030961795428,False
32,4,cosine,006ffb27-5839-402f-9364-e208d4ddaed6,0.9798260914315434,0.6276273007013767,True
32,4,euclidian,006ffb27-5839-402f-9364-e208d4ddaed6,0.19838137143335136,0.8584781467537762,False
32,5,manhattan,006ffb27-5839-402f-9364-e208d4ddaed6,6.126134892041591,26.75557707532289,False
32,5,cosine,006ffb27-5839-402f-9364-e208d4ddaed6,0.9798502485039189,0.6276273007013767,True
32,5,euclidian,006ffb27-5839-402f-9364-e208d4ddaed6,0.18285709507272066,0.8666610956752826,False
32,6,manhattan,006ffb27-5839-402f-9364-e208d4ddaed6,6.2653524425059,26.704719640784333,False
32,6,cosine,006ffb27-5839-402f-9364-e208d4ddaed6,0.9800422677103027,0.6291365317947084,True
32,6,euclidian,006ffb27-5839-402f-9364-e208d4ddaed6,0.2003683940476398,0.862026521431946,False
32,7,manhattan,006ffb27-5839-402f-9364-e208d4ddaed6,6.169802419271264,26.833271750439735,False
32,7,cosine,006ffb27-5839-402f-9364-e208d4ddaed6,0.9803224181026227,0.6315076441061573,True
32,7,euclidian,006ffb27-5839-402f-9364-e208d4ddaed6,0.1685917407772868,0.8612750791415122,False
33,1,manhattan,061dfe3c-74a4-4f17-8f41-1b54d66eafad,4.4901305312278055,4.755353645020477,False
33,1,cosine,061dfe3c-74a4-4f17-8f41-1b54d66eafad,0.9897896575734503,0.9886521617952571,True
33,1,euclidian,061dfe3c-74a4-4f17-8f41-1b54d66eafad,0.1425743430756956,0.15310720085213847,False
33,2,manhattan,061dfe3c-74a4-4f17-8f41-1b54d66eafad,4.845496516467165,5.251567240805116,False
33,2,cosine,061dfe3c-74a4-4f17-8f41-1b54d66eafad,0.98814080681293,0.9870659544995729,True
33,2,euclidian,061dfe3c-74a4-4f17-8f41-1b54d66eafad,0.1638144275610094,0.17383157692771928,False
33,3,manhattan,061dfe3c-74a4-4f17-8f41-1b54d66eafad,4.981388868522117,5.300714345983579,False
33,3,cosine,061dfe3c-74a4-4f17-8f41-1b54d66eafad,0.9895970576024503,0.9874520738105834,True
33,3,euclidian,061dfe3c-74a4-4f17-8f41-1b54d66eafad,0.15741505700967573,0.16351921578981882,False
33,4,manhattan,061dfe3c-74a4-4f17-8f41-1b54d66eafad,5.105039247779132,4.994238703900919,True
33,4,cosine,061dfe3c-74a4-4f17-8f41-1b54d66eafad,0.9877538303554426,0.9876059321352773,True
33,4,euclidian,061dfe3c-74a4-4f17-8f41-1b54d66eafad,0.15848528840397896,0.16128507305416018,False
33,5,manhattan,061dfe3c-74a4-4f17-8f41-1b54d66eafad,4.183898662980937,4.5272318650513625,False
33,5,cosine,061dfe3c-74a4-4f17-8f41-1b54d66eafad,0.9909520501837891,0.9884306448010817,True
33,5,euclidian,061dfe3c-74a4-4f17-8f41-1b54d66eafad,0.13646585858239646,0.149219346333774,False
33,6,manhattan,061dfe3c-74a4-4f17-8f41-1b54d66eafad,4.937688038307897,5.150876422434521,False
33,6,cosine,061dfe3c-74a4-4f17-8f41-1b54d66eafad,0.9867587159192994,0.987239519602851,False
33,6,euclidian,061dfe3c-74a4-4f17-8f41-1b54d66eafad,0.15768625021993318,0.1620674414342884,False
33,7,manhattan,061dfe3c-74a4-4f17-8f41-1b54d66eafad,4.376560094686283,4.609114175139439,False
33,7,cosine,061dfe3c-74a4-4f17-8f41-1b54d66eafad,0.9882616186861231,0.9895527913118529,False
33,7,euclidian,061dfe3c-74a4-4f17-8f41-1b54d66eafad,0.16008447093497596,0.1607759093464453,False
34,1,manhattan,06b9ce39-fe83-42a2-9d86-0e6b876865e0,5.187993414734592,26.483522090440147,False
34,1,cosine,06b9ce39-fe83-42a2-9d86-0e6b876865e0,0.9867121052342216,0.6355007313002817,True
34,1,euclidian,06b9ce39-fe83-42a2-9d86-0e6b876865e0,0.17256168871574537,0.8502122941689735,False
34,2,manhattan,06b9ce39-fe83-42a2-9d86-0e6b876865e0,5.3858527519432755,26.481880032046547,False
